store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
S017,SKU03905,6,1,1,2025-11-25
S017,SKU04035,21,3,1,2025-10-05
S017,SKU03404,98,28,17,2025-08-21
S017,SKU03145,24,5,3,2025-07-20
S017,SKU03902,101,30,19,2025-01-26
S017,SKU00701,11,3,2,2025-09-05
S017,SKU02897,46,11,9,2025-09-04
S017,SKU03839,79,18,9,2025-09-14
S017,SKU00066,27,7,5,2025-02-25
S017,SKU00595,39,7,5,2025-05-08
S017,SKU01886,16,3,1,2025-09-28
S017,SKU03051,91,22,11,2025-11-08
S017,SKU03658,19,4,2,2025-07-24
S017,SKU00823,12,1,1,2025-08-06
S017,SKU02724,11,3,1,2025-04-13
S017,SKU03017,26,3,2,2025-09-23
S017,SKU00704,49,12,9,2025-03-25
S017,SKU01960,113,16,9,2025-01-20
S017,SKU00021,1,1,1,2025-05-19
S017,SKU00074,91,20,13,2025-09-04
S017,SKU03002,93,27,23,2025-11-09
S017,SKU01517,15,3,2,2025-04-05
S017,SKU01334,139,14,8,2025-11-09
S017,SKU01614,10,2,1,2025-03-31
S017,SKU02084,69,12,8,2025-07-26
S017,SKU04195,22,2,1,2025-06-05
S017,SKU02914,131,29,19,2025-01-20
S017,SKU03280,71,12,7,2025-07-24
S017,SKU02465,69,9,7,2025-02-02
S017,SKU03597,24,3,2,2025-11-09
S017,SKU04995,22,5,3,2025-09-09
S017,SKU04426,82,14,13,2025-06-15
S017,SKU00136,91,21,17,2025-12-06
S017,SKU04151,94,23,16,2025-03-21
S017,SKU00682,24,5,3,2025-09-11
S017,SKU00902,113,27,18,2025-09-02
S017,SKU03373,19,2,1,2025-01-01
S017,SKU00569,6,1,1,2025-08-19
S017,SKU00318,0,1,1,2025-10-26
S017,SKU00288,33,9,5,2025-10-01
S017,SKU03317,13,1,1,2025-12-24
S017,SKU00187,114,26,16,2025-10-06
S017,SKU01077,45,4,2,2025-02-21
S017,SKU01719,42,7,5,2025-05-02
S017,SKU03090,10,1,1,2025-08-28
S017,SKU01889,175,22,19,2025-07-05
S017,SKU00933,84,16,10,2025-08-19
S017,SKU04900,118,30,20,2025-06-04
S017,SKU02708,60,13,8,2025-07-15
S017,SKU00080,118,17,11,2025-02-02
S017,SKU01348,179,19,14,2025-11-05
S017,SKU00345,96,22,19,2025-02-10
S017,SKU04719,169,27,24,2025-07-04
S017,SKU03799,17,2,1,2025-02-03
S017,SKU03480,3,1,1,2025-07-05
S017,SKU04584,30,7,4,2025-01-01
S017,SKU03671,127,35,22,2025-06-08
S017,SKU02276,116,28,21,2025-01-15
S017,SKU02298,46,11,5,2025-12-31
S017,SKU02542,25,6,4,2025-01-03
S017,SKU02041,129,34,27,2025-02-28
S017,SKU00337,161,42,24,2025-11-09
S017,SKU04198,93,10,8,2025-01-01
S017,SKU03856,98,27,21,2025-07-10
S017,SKU03500,154,31,30,2025-01-24
S017,SKU03540,154,16,11,2025-03-04
S017,SKU01117,69,18,17,2025-05-31
S017,SKU02382,17,2,1,2025-02-19
S017,SKU04400,8,1,1,2025-09-14
S017,SKU01498,75,8,5,2025-04-28
S017,SKU00252,16,3,1,2025-03-14
S017,SKU02177,30,5,4,2025-11-13
S017,SKU01825,35,4,2,2025-09-12
S017,SKU01412,7,1,1,2025-10-09
S017,SKU00622,83,15,12,2025-05-05
S017,SKU02235,46,7,6,2025-02-10
S017,SKU03776,127,22,14,2025-03-29
S017,SKU03738,44,6,3,2025-11-03
S017,SKU04029,133,23,19,2025-01-01
S017,SKU01861,26,7,4,2025-02-07
S017,SKU00301,11,3,2,2025-10-20
S017,SKU03763,42,5,3,2025-02-22
S017,SKU03975,67,17,11,2025-07-22
S017,SKU02824,56,15,10,2025-01-19
S017,SKU00723,33,7,5,2025-08-10
S017,SKU02371,177,25,22,2025-08-16
S017,SKU03654,11,1,1,2025-07-24
S017,SKU02329,24,6,4,2025-08-13
S017,SKU02256,35,6,4,2025-08-24
S017,SKU00435,32,7,6,2025-06-02
S017,SKU03256,108,27,13,2025-12-30
S017,SKU04147,81,9,4,2025-10-04
S017,SKU00719,70,15,10,2025-04-15
S017,SKU03060,91,23,15,2025-11-03
S017,SKU02425,4,1,1,2025-02-04
S017,SKU04559,16,3,1,2025-11-06
S017,SKU01801,29,3,1,2025-03-18
S017,SKU01441,17,3,2,2025-06-06
S017,SKU04081,151,16,14,2025-01-19
S017,SKU04014,9,2,1,2025-03-07
S017,SKU02202,68,11,8,2025-04-03
S017,SKU03977,100,10,5,2025-01-06
S017,SKU02998,202,29,14,2025-04-23
S017,SKU00338,16,3,2,2025-10-30
S017,SKU04418,71,17,16,2025-11-22
S017,SKU04623,5,1,1,2025-04-10
S017,SKU02246,113,14,7,2025-09-02
S017,SKU03761,115,17,9,2025-01-20
S017,SKU00458,54,13,7,2025-08-15
S017,SKU01516,34,4,3,2025-08-08
S017,SKU04908,16,2,1,2025-06-11
S017,SKU03100,85,21,17,2025-12-07
S017,SKU02366,44,11,7,2025-12-08
S017,SKU01905,74,20,16,2025-02-05
S017,SKU01255,3,1,1,2025-02-02
S017,SKU01290,56,8,6,2025-09-03
S017,SKU02458,17,2,1,2025-12-18
S017,SKU02867,49,14,13,2025-03-21
S017,SKU03287,99,26,14,2025-06-14
S017,SKU04626,54,8,4,2025-01-21
S017,SKU02674,91,17,13,2025-09-30
S017,SKU00920,91,26,20,2025-02-14
S017,SKU03217,80,21,18,2025-12-15
S017,SKU04105,46,8,7,2025-01-12
S017,SKU00315,178,44,37,2025-08-13
S017,SKU01945,38,8,7,2025-02-04
S017,SKU03452,120,33,28,2025-04-29
S017,SKU02071,121,19,11,2025-12-02
S017,SKU00653,31,8,6,2025-05-10
S017,SKU01061,3,1,1,2025-01-28
S017,SKU03659,17,4,3,2025-11-24
S017,SKU03308,92,9,5,2025-09-19
S017,SKU03877,16,3,2,2025-02-14
S017,SKU04910,49,14,10,2025-08-18
S017,SKU02704,12,1,1,2025-02-08
S017,SKU04812,13,2,1,2025-05-10
S017,SKU01195,27,6,3,2025-07-25
S017,SKU03354,53,12,11,2025-05-25
S017,SKU04708,22,2,1,2025-12-16
S017,SKU03084,31,5,4,2025-12-23
S017,SKU04227,14,3,2,2025-01-24
S017,SKU04382,78,20,10,2025-08-03
S017,SKU04106,35,7,6,2025-04-15
S017,SKU03593,45,12,8,2025-09-22
S017,SKU02958,5,1,1,2025-07-05
S017,SKU02507,95,12,8,2025-05-24
S017,SKU00989,61,9,4,2025-09-19
S017,SKU04495,26,3,1,2025-05-17
S017,SKU01737,65,15,12,2025-11-04
S017,SKU00868,26,7,4,2025-03-23
S017,SKU04670,2,1,1,2025-08-18
S017,SKU02170,105,27,13,2025-03-26
S017,SKU01074,49,11,5,2025-12-28
S017,SKU01234,59,8,4,2025-12-13
S017,SKU03136,14,2,1,2025-05-16
S017,SKU01934,29,2,1,2025-05-10
S017,SKU01448,98,18,10,2025-01-12
S017,SKU03463,37,3,2,2025-08-01
S017,SKU00408,23,6,3,2025-01-22
S017,SKU02515,27,7,5,2025-06-30
S017,SKU03107,61,13,6,2025-10-07
S017,SKU00162,81,15,9,2025-10-11
S017,SKU00490,61,13,11,2025-09-08
S017,SKU00293,91,9,4,2025-12-07
S017,SKU04832,29,6,4,2025-05-18
S017,SKU03789,103,18,12,2025-03-17
S017,SKU00012,73,11,8,2025-04-08
S017,SKU00863,51,6,3,2025-09-19
S017,SKU01708,27,4,2,2025-05-11
S017,SKU04010,79,18,11,2025-12-26
S017,SKU03192,153,31,15,2025-08-30
S017,SKU00463,72,20,11,2025-02-28
S017,SKU03800,92,10,5,2025-08-15
S017,SKU04740,44,5,4,2025-05-30
S017,SKU01978,45,11,10,2025-01-14
S017,SKU02409,169,36,28,2025-08-01
S017,SKU02420,88,24,22,2025-04-04
S017,SKU01050,14,2,1,2025-03-28
S017,SKU03782,131,24,19,2025-11-22
S017,SKU01780,19,2,1,2025-03-11
S017,SKU02760,75,9,5,2025-01-11
S017,SKU03946,87,19,15,2025-08-20
S017,SKU04905,158,24,15,2025-11-10
S017,SKU03141,29,6,3,2025-12-27
S017,SKU03249,60,7,4,2025-12-06
S017,SKU03366,70,17,12,2025-03-14
S017,SKU04924,76,8,5,2025-10-25
S017,SKU00228,2,1,1,2025-01-11
S017,SKU04537,7,1,1,2025-12-28
S017,SKU01550,10,1,1,2025-10-31
S017,SKU00942,104,11,10,2025-03-12
S017,SKU00750,65,14,7,2025-03-01
S017,SKU04861,32,7,6,2025-07-24
S017,SKU01445,4,1,1,2025-06-12
S017,SKU01456,57,15,10,2025-06-22
S017,SKU03314,57,7,5,2025-09-09
S017,SKU03203,171,43,31,2025-02-15
S017,SKU01419,37,8,6,2025-12-06
S017,SKU01013,46,11,5,2025-10-21
S017,SKU04179,17,4,2,2025-01-13
S017,SKU02969,43,6,5,2025-11-27
S017,SKU03016,11,1,1,2025-07-30
S017,SKU00193,41,8,6,2025-01-26
S017,SKU01843,47,7,4,2025-05-28
S017,SKU04430,119,24,19,2025-06-11
S017,SKU02203,161,39,28,2025-04-18
S017,SKU03112,15,2,1,2025-12-10
S017,SKU02918,21,3,1,2025-03-10
S017,SKU04432,79,16,14,2025-05-27
S017,SKU02980,70,11,8,2025-07-17
S017,SKU03450,72,8,4,2025-01-18
S017,SKU01913,113,24,19,2025-01-08
S017,SKU03901,13,2,1,2025-09-20
S017,SKU00984,40,10,8,2025-03-25
S017,SKU00207,118,28,16,2025-01-27
S017,SKU00166,93,24,21,2025-08-17
S017,SKU01939,16,2,1,2025-07-16
S017,SKU04847,15,2,1,2025-10-10
S017,SKU00961,32,6,5,2025-11-15
S017,SKU03010,52,8,7,2025-01-28
S017,SKU01920,27,4,3,2025-08-17
S017,SKU04446,6,1,1,2025-11-10
S017,SKU03857,26,3,1,2025-10-08
S017,SKU04174,100,19,16,2025-07-08
S017,SKU00586,48,6,5,2025-10-15
S017,SKU00944,93,14,8,2025-04-30
S017,SKU03075,113,27,17,2025-10-10
S017,SKU02433,110,14,8,2025-10-15
S017,SKU00866,35,9,8,2025-02-05
S017,SKU00077,73,10,7,2025-02-24
S017,SKU01482,67,7,4,2025-11-27
S017,SKU02734,65,19,12,2025-03-03
S017,SKU04037,87,23,12,2025-01-11
S017,SKU01231,128,23,12,2025-02-22
S017,SKU03171,22,2,1,2025-07-21
S017,SKU02134,31,3,2,2025-09-04
S017,SKU00845,6,1,1,2025-07-11
S017,SKU04664,7,1,1,2025-05-25
S017,SKU00726,130,35,28,2025-07-21
S017,SKU04867,74,14,8,2025-11-11
S017,SKU03160,5,1,1,2025-05-05
S017,SKU03089,52,8,4,2025-12-19
S017,SKU03225,170,46,36,2025-04-03
S017,SKU02688,4,1,1,2025-12-22
S017,SKU03880,103,21,13,2025-12-09
S017,SKU03468,74,16,15,2025-04-25
S017,SKU03182,26,6,3,2025-09-04
S017,SKU03329,2,1,1,2025-10-01
S017,SKU00169,20,3,2,2025-12-03
S017,SKU03847,143,26,14,2025-12-11
S017,SKU01660,10,2,1,2025-10-24
S017,SKU04896,47,5,4,2025-10-19
S017,SKU02316,143,27,22,2025-12-01
S017,SKU04028,26,5,2,2025-10-06
S017,SKU00456,1,1,1,2025-08-28
S017,SKU03440,104,16,10,2025-07-06
S017,SKU04189,107,14,7,2025-02-17
S017,SKU04945,1,1,1,2025-05-11
S017,SKU02197,28,4,2,2025-09-04
S017,SKU00967,113,20,19,2025-07-31
S017,SKU01111,70,19,10,2025-02-15
S017,SKU02799,20,2,1,2025-01-19
S017,SKU04388,42,11,9,2025-08-31
S017,SKU01193,26,2,1,2025-11-30
S017,SKU01666,9,2,1,2025-03-23
S017,SKU02073,27,3,2,2025-12-25
S017,SKU02194,138,20,18,2025-03-09
S017,SKU00117,18,2,1,2025-12-03
S017,SKU04026,105,25,16,2025-04-11
S017,SKU03861,70,7,3,2025-02-08
S017,SKU03819,137,27,14,2025-12-06
S017,SKU02449,58,6,3,2025-12-16
S017,SKU01093,96,28,17,2025-12-19
S017,SKU01581,45,8,5,2025-05-29
S017,SKU04992,26,5,4,2025-01-24
S017,SKU00225,4,1,1,2025-06-12
S017,SKU02533,143,38,33,2025-02-22
S017,SKU03098,102,23,15,2025-06-03
S017,SKU04108,11,1,1,2025-07-11
S017,SKU02438,25,2,1,2025-06-17
S017,SKU03031,32,3,2,2025-12-09
S017,SKU03058,66,13,10,2025-11-16
S017,SKU03388,121,20,17,2025-01-31
S017,SKU00176,44,8,6,2025-06-23
S017,SKU00061,66,9,5,2025-01-15
S017,SKU01025,65,8,5,2025-06-02
S017,SKU01268,80,11,8,2025-08-24
S017,SKU04520,226,24,18,2025-03-27
S017,SKU02252,183,32,27,2025-09-09
S017,SKU02584,73,11,7,2025-05-29
S017,SKU04956,160,17,9,2025-06-24
S017,SKU02698,102,24,16,2025-10-29
S017,SKU03640,85,25,17,2025-04-28
S017,SKU03942,122,35,17,2025-12-18
S017,SKU03792,147,43,29,2025-05-02
S017,SKU02747,72,11,8,2025-01-15
S017,SKU01210,72,7,5,2025-09-14
S017,SKU02259,88,23,18,2025-09-29
S017,SKU04270,131,20,11,2025-07-11
S017,SKU04904,7,1,1,2025-06-15
S017,SKU02226,20,3,2,2025-06-05
S017,SKU02367,79,14,8,2025-03-27
S017,SKU04447,49,5,4,2025-05-14
S017,SKU02451,134,32,31,2025-02-19
S017,SKU03925,38,5,3,2025-01-08
S017,SKU00333,44,8,7,2025-11-23
S017,SKU01849,36,5,3,2025-01-08
S017,SKU01475,168,31,27,2025-05-08
S017,SKU04049,13,2,1,2025-07-10
S017,SKU03285,118,33,26,2025-05-14
S017,SKU04247,1,1,1,2025-09-20
S017,SKU03703,33,8,5,2025-04-13
S017,SKU03264,76,12,7,2025-03-19
S017,SKU00632,26,7,5,2025-11-04
S017,SKU02546,128,19,18,2025-05-10
S017,SKU04892,98,14,11,2025-06-12
S017,SKU00511,23,4,3,2025-12-13
S017,SKU01270,103,30,26,2025-12-13
S017,SKU00886,72,20,17,2025-11-20
S017,SKU02639,73,10,6,2025-01-23
S017,SKU00137,43,5,4,2025-06-01
S017,SKU04056,11,2,1,2025-10-08
S017,SKU04202,162,16,8,2025-08-21
S017,SKU01864,8,1,1,2025-02-13
S017,SKU02519,37,6,4,2025-02-19
S017,SKU02658,79,18,14,2025-01-24
S017,SKU01571,111,14,8,2025-09-14
S017,SKU04715,38,8,4,2025-02-21
S017,SKU03479,64,9,5,2025-12-28
S017,SKU04513,68,19,13,2025-02-07
S017,SKU02143,142,30,19,2025-01-28
S017,SKU03511,29,7,6,2025-12-08
S017,SKU04373,66,13,8,2025-09-15
S017,SKU04168,78,20,14,2025-01-01
S017,SKU00253,30,3,1,2025-07-07
S017,SKU01245,16,3,2,2025-05-30
S017,SKU04701,6,1,1,2025-02-10
S017,SKU00627,13,1,1,2025-05-19
S017,SKU03601,84,14,9,2025-09-30
S017,SKU04733,34,3,1,2025-11-08
S017,SKU03897,134,33,28,2025-09-27
S017,SKU00290,5,1,1,2025-10-29
S017,SKU03570,61,11,9,2025-12-31
S017,SKU01432,30,3,2,2025-03-24
S017,SKU03689,158,24,20,2025-09-04
S017,SKU03748,15,2,1,2025-01-21
S017,SKU03720,231,38,32,2025-10-03
S017,SKU02976,50,8,6,2025-02-24
S017,SKU04883,187,38,35,2025-04-09
S017,SKU03381,50,14,11,2025-08-09
S017,SKU04411,139,35,21,2025-10-10
S017,SKU03608,75,11,6,2025-02-02
S017,SKU04417,16,2,1,2025-08-06
S017,SKU02930,85,10,5,2025-09-30
S017,SKU01673,100,29,25,2025-12-01
S017,SKU03698,20,5,3,2025-04-15
S017,SKU01203,112,12,6,2025-07-26
S017,SKU02172,87,10,7,2025-04-10
S017,SKU03196,92,11,7,2025-02-25
S017,SKU01669,75,20,16,2025-04-04
S017,SKU02253,46,13,7,2025-01-24
S017,SKU01467,50,9,4,2025-08-12
S017,SKU00612,38,10,9,2025-07-07
S017,SKU02459,101,27,25,2025-01-13
S017,SKU00250,104,31,19,2025-07-18
S017,SKU00551,18,4,2,2025-02-10
S017,SKU00282,110,27,23,2025-07-26
S017,SKU03834,122,32,21,2025-04-01
S017,SKU04323,16,2,1,2025-11-04
S017,SKU02051,125,21,12,2025-07-01
S017,SKU03770,67,11,8,2025-06-05
S017,SKU00718,14,2,1,2025-12-06
S017,SKU03484,103,28,14,2025-02-06
S017,SKU00583,35,4,3,2025-03-28
S017,SKU00642,59,14,12,2025-01-20
S017,SKU02429,108,27,17,2025-10-10
S017,SKU01948,24,3,2,2025-04-21
S017,SKU01822,72,12,10,2025-09-06
S017,SKU01254,17,4,2,2025-10-19
S017,SKU00888,1,1,1,2025-01-09
S017,SKU04061,53,8,5,2025-02-20
S017,SKU00447,132,28,17,2025-05-01
S017,SKU04734,51,10,7,2025-05-02
S017,SKU03775,125,19,9,2025-05-14
S017,SKU01742,16,4,2,2025-09-03
S017,SKU04627,29,4,3,2025-01-20
S017,SKU02247,16,4,3,2025-02-26
S017,SKU01359,48,11,6,2025-12-08
S017,SKU02005,70,13,10,2025-09-04
S017,SKU04716,48,14,13,2025-08-19
S017,SKU02706,72,9,6,2025-08-21
S017,SKU00424,53,15,11,2025-09-22
S017,SKU01653,87,13,8,2025-06-01
S017,SKU04134,11,3,2,2025-12-03
S017,SKU03806,61,13,11,2025-08-10
S017,SKU00078,97,12,6,2025-10-10
S017,SKU00428,151,21,14,2025-06-27
S017,SKU03997,67,10,5,2025-02-16
S017,SKU01057,113,29,17,2025-10-06
S017,SKU00043,25,4,3,2025-06-24
S017,SKU01624,13,3,2,2025-12-29
S017,SKU03594,10,1,1,2025-07-26
S017,SKU04116,6,1,1,2025-12-09
S017,SKU01363,52,11,8,2025-07-02
S017,SKU03987,8,1,1,2025-09-06
S017,SKU01549,8,1,1,2025-06-16
S017,SKU01860,70,8,5,2025-08-26
S017,SKU00787,108,25,13,2025-08-23
S017,SKU02138,168,37,32,2025-11-27
S017,SKU03362,17,3,2,2025-08-23
S017,SKU04824,54,8,4,2025-04-25
S017,SKU04543,148,30,16,2025-09-12
S017,SKU04928,39,4,3,2025-12-22
S017,SKU01690,189,50,40,2025-12-09
S017,SKU02227,60,15,14,2025-06-02
S017,SKU01173,39,8,6,2025-09-15
S017,SKU00388,30,3,2,2025-05-08
S017,SKU02629,4,1,1,2025-12-11
S017,SKU04436,84,9,8,2025-03-14
S017,SKU02819,176,48,26,2025-09-24
S017,SKU00782,157,22,13,2025-02-13
S017,SKU02474,49,10,9,2025-06-17
S017,SKU00514,2,1,1,2025-06-05
S017,SKU02446,77,20,15,2025-05-07
S017,SKU01625,54,11,6,2025-12-20
S017,SKU00537,120,22,15,2025-04-20
S017,SKU02721,44,12,6,2025-11-14
S017,SKU00135,69,16,10,2025-07-15
S017,SKU02663,65,11,8,2025-09-23
S017,SKU03758,2,1,1,2025-05-29
S017,SKU03883,59,9,8,2025-10-04
S017,SKU04563,123,35,22,2025-10-21
S017,SKU03241,52,11,7,2025-07-22
S017,SKU02068,115,29,24,2025-02-03
S017,SKU03852,36,5,3,2025-07-17
S017,SKU04545,66,17,12,2025-03-04
S017,SKU02165,16,1,1,2025-07-09
S017,SKU00079,110,14,11,2025-05-14
S017,SKU00107,85,21,12,2025-01-16
S017,SKU01925,138,22,14,2025-04-09
S017,SKU01929,37,3,2,2025-09-26
S017,SKU01627,107,12,9,2025-10-06
S017,SKU01792,189,19,18,2025-01-18
S017,SKU03675,74,7,5,2025-08-25
S017,SKU01367,61,17,10,2025-10-20
S017,SKU02885,12,3,1,2025-09-26
S017,SKU00095,22,3,2,2025-05-16
S017,SKU03921,14,3,2,2025-11-09
S017,SKU00643,17,2,1,2025-05-23
S017,SKU02614,2,1,1,2025-08-03
S017,SKU02592,85,8,4,2025-08-25
S017,SKU01942,11,2,1,2025-01-27
S017,SKU03038,12,1,1,2025-07-12
S017,SKU04506,110,21,15,2025-07-02
S017,SKU00620,86,23,11,2025-08-12
S017,SKU02591,11,2,1,2025-09-26
S017,SKU01763,59,11,8,2025-09-14
S017,SKU01116,19,4,3,2025-12-08
S017,SKU00520,184,46,39,2025-04-24
S017,SKU01237,60,16,9,2025-04-28
S018,SKU03021,8,1,1,2025-10-25
S018,SKU00315,152,40,37,2025-04-22
S018,SKU03593,159,16,15,2025-02-22
S018,SKU00911,20,3,1,2025-08-25
S018,SKU03884,25,6,4,2025-11-12
S018,SKU01877,49,7,4,2025-05-28
S018,SKU04710,134,26,16,2025-03-08
S018,SKU00859,86,14,10,2025-05-06
S018,SKU02165,147,16,9,2025-06-12
S018,SKU03022,76,19,13,2025-03-12
S018,SKU02113,10,2,1,2025-11-04
S018,SKU00595,96,11,6,2025-01-11
S018,SKU04736,194,33,28,2025-05-15
S018,SKU01220,14,1,1,2025-01-07
S018,SKU01999,97,12,11,2025-01-29
S018,SKU04552,99,27,20,2025-10-06
S018,SKU01819,31,7,4,2025-09-09
S018,SKU00969,80,8,7,2025-02-04
S018,SKU02445,64,6,4,2025-02-23
S018,SKU04512,67,8,7,2025-09-04
S018,SKU02346,61,15,7,2025-06-30
S018,SKU01353,40,10,6,2025-09-12
S018,SKU00104,150,40,33,2025-04-18
S018,SKU01531,135,23,20,2025-05-30
S018,SKU00778,23,6,5,2025-08-19
S018,SKU02559,59,8,6,2025-11-03
S018,SKU04685,55,10,8,2025-07-17
S018,SKU00355,33,3,2,2025-04-06
S018,SKU02250,44,6,3,2025-03-31
S018,SKU00302,54,14,10,2025-12-23
S018,SKU04301,42,6,5,2025-03-28
S018,SKU01621,44,10,5,2025-08-26
S018,SKU03817,15,2,1,2025-04-22
S018,SKU01766,6,1,1,2025-10-08
S018,SKU03291,15,3,2,2025-08-31
S018,SKU03018,49,10,8,2025-02-25
S018,SKU04913,58,9,5,2025-06-15
S018,SKU00032,6,1,1,2025-05-18
S018,SKU03282,120,12,7,2025-10-23
S018,SKU02168,5,1,1,2025-08-27
S018,SKU00400,111,13,9,2025-12-06
S018,SKU01974,16,2,1,2025-12-04
S018,SKU03366,82,19,15,2025-05-02
S018,SKU02585,138,22,21,2025-03-28
S018,SKU00461,137,15,8,2025-08-16
S018,SKU03978,90,23,13,2025-05-16
S018,SKU02481,70,7,3,2025-03-21
S018,SKU04426,68,8,6,2025-08-16
S018,SKU04144,16,2,1,2025-02-08
S018,SKU04357,92,16,8,2025-06-20
S018,SKU04471,125,14,12,2025-09-22
S018,SKU01428,38,4,2,2025-09-21
S018,SKU00963,89,16,12,2025-07-31
S018,SKU04732,76,19,12,2025-09-19
S018,SKU01505,100,29,20,2025-09-27
S018,SKU03638,45,9,7,2025-07-30
S018,SKU03050,109,20,18,2025-02-08
S018,SKU00894,43,7,6,2025-10-09
S018,SKU04944,145,27,22,2025-05-03
S018,SKU02269,47,8,5,2025-01-15
S018,SKU03655,89,23,15,2025-01-29
S018,SKU02457,36,8,7,2025-10-25
S018,SKU02316,106,26,23,2025-01-24
S018,SKU00089,94,16,10,2025-04-06
S018,SKU03344,48,8,5,2025-01-20
S018,SKU03430,23,3,2,2025-04-09
S018,SKU03318,93,16,12,2025-01-08
S018,SKU04983,152,22,19,2025-02-26
S018,SKU04311,1,1,1,2025-10-29
S018,SKU02118,174,35,25,2025-07-17
S018,SKU01583,4,1,1,2025-12-08
S018,SKU00926,16,2,1,2025-10-20
S018,SKU00925,47,6,3,2025-06-17
S018,SKU00529,51,12,6,2025-05-11
S018,SKU04856,70,11,6,2025-06-26
S018,SKU01640,131,34,18,2025-06-03
S018,SKU02350,140,31,22,2025-08-24
S018,SKU02998,113,20,15,2025-05-31
S018,SKU01279,141,31,20,2025-11-13
S018,SKU04979,9,1,1,2025-09-14
S018,SKU02657,192,36,25,2025-06-18
S018,SKU04541,22,2,1,2025-09-17
S018,SKU02201,45,8,5,2025-06-01
S018,SKU01038,124,17,15,2025-04-29
S018,SKU04766,27,3,1,2025-11-06
S018,SKU00781,52,12,10,2025-05-21
S018,SKU03285,88,16,10,2025-08-03
S018,SKU04260,86,8,7,2025-12-28
S018,SKU03105,8,1,1,2025-08-18
S018,SKU02794,20,4,3,2025-02-27
S018,SKU01557,66,9,4,2025-11-22
S018,SKU02282,44,7,5,2025-01-05
S018,SKU03829,12,2,1,2025-10-18
S018,SKU03383,19,2,1,2025-09-21
S018,SKU04217,97,26,19,2025-10-16
S018,SKU01499,35,4,2,2025-12-23
S018,SKU04871,49,14,11,2025-12-16
S018,SKU01037,0,1,1,2025-07-13
S018,SKU03432,24,7,5,2025-08-19
S018,SKU01010,5,1,1,2025-08-03
S018,SKU03852,53,15,14,2025-10-12
S018,SKU03871,54,13,9,2025-04-07
S018,SKU01013,68,20,13,2025-08-17
S018,SKU01529,68,7,6,2025-12-26
S018,SKU02422,42,8,5,2025-11-02
S018,SKU03370,112,28,18,2025-09-30
S018,SKU03507,48,13,11,2025-04-08
S018,SKU01296,14,3,2,2025-12-13
S018,SKU02832,12,2,1,2025-05-26
S018,SKU04540,67,17,14,2025-01-11
S018,SKU01553,122,16,9,2025-08-24
S018,SKU01530,54,8,5,2025-07-22
S018,SKU02184,29,4,2,2025-07-12
S018,SKU02760,44,8,6,2025-06-04
S018,SKU00100,39,6,4,2025-10-10
S018,SKU01714,77,15,11,2025-05-15
S018,SKU04205,22,5,3,2025-08-04
S018,SKU01789,177,30,28,2025-09-17
S018,SKU01124,64,13,7,2025-07-21
S018,SKU01358,128,15,12,2025-11-27
S018,SKU01089,184,54,47,2025-02-16
S018,SKU02195,39,6,4,2025-11-11
S018,SKU03994,5,1,1,2025-11-26
S018,SKU04750,69,16,8,2025-06-22
S018,SKU01417,122,36,30,2025-09-21
S018,SKU04969,26,5,4,2025-12-17
S018,SKU01682,31,4,2,2025-08-06
S018,SKU00153,8,1,1,2025-05-28
S018,SKU03164,32,7,3,2025-04-21
S018,SKU01081,84,24,22,2025-03-31
S018,SKU04956,105,29,24,2025-02-12
S018,SKU03614,44,7,6,2025-09-06
S018,SKU03880,10,1,1,2025-05-24
S018,SKU00498,14,3,1,2025-09-29
S018,SKU00279,7,1,1,2025-10-13
S018,SKU02465,102,28,26,2025-12-09
S018,SKU02669,71,17,11,2025-08-20
S018,SKU00352,55,7,6,2025-03-07
S018,SKU00405,36,7,5,2025-09-11
S018,SKU02707,67,17,13,2025-03-29
S018,SKU03612,50,13,12,2025-11-30
S018,SKU00301,12,1,1,2025-12-19
S018,SKU03010,16,2,1,2025-11-05
S018,SKU04600,61,11,7,2025-08-23
S018,SKU04651,130,13,11,2025-08-31
S018,SKU01476,81,11,7,2025-03-25
S018,SKU00464,40,8,6,2025-05-09
S018,SKU00546,26,3,2,2025-06-03
S018,SKU00587,40,5,3,2025-11-10
S018,SKU03266,160,20,17,2025-10-25
S018,SKU01195,88,17,10,2025-03-14
S018,SKU02508,84,9,8,2025-04-12
S018,SKU00403,16,3,2,2025-01-23
S018,SKU02526,65,17,16,2025-07-22
S018,SKU02738,17,4,2,2025-05-28
S018,SKU01567,47,6,3,2025-05-22
S018,SKU03281,3,1,1,2025-03-09
S018,SKU01005,31,7,6,2025-06-17
S018,SKU04188,142,29,25,2025-06-25
S018,SKU02946,7,1,1,2025-04-23
S018,SKU00668,43,11,9,2025-12-15
S018,SKU01127,65,10,6,2025-04-25
S018,SKU02237,58,11,8,2025-10-12
S018,SKU04295,14,2,1,2025-10-16
S018,SKU03083,12,2,1,2025-10-09
S018,SKU04567,33,8,4,2025-06-20
S018,SKU01850,36,8,6,2025-06-16
S018,SKU01574,90,16,11,2025-03-09
S018,SKU01032,29,6,5,2025-05-28
S018,SKU04576,10,1,1,2025-02-28
S018,SKU00580,13,3,2,2025-11-30
S018,SKU02702,16,1,1,2025-04-16
S018,SKU02849,10,2,1,2025-11-22
S018,SKU00556,175,52,49,2025-03-12
