cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
C105714,48,Male,Abu Dhabi,Silver,Store,2020-01-17
C105715,23,Female,Sharjah,Silver,Website,2020-11-26
C105716,47,Female,Abu Dhabi,Gold,Store,2022-01-05
C105717,26,Female,Dubai,Silver,Store,2020-03-21
C105718,45,Male,Sharjah,Silver,Store,2019-12-13
C105719,18,Female,Abu Dhabi,Silver,Store,2020-10-07
C105720,34,Male,Dubai,Gold,Website,2016-01-09
C105721,58,Female,Sharjah,Gold,Store,2022-10-21
C105722,30,Male,Dubai,Silver,Store,2024-11-11
C105723,35,Male,Dubai,Gold,Mobile,2016-06-25
C105724,41,Female,Dubai,Silver,Store,2023-10-26
C105725,42,Female,Abu Dhabi,Gold,Store,2018-05-12
C105726,37,Other,Abu Dhabi,Gold,Mobile,2020-11-11
C105727,18,Male,Abu Dhabi,Silver,Store,2023-01-04
C105728,22,Male,Abu Dhabi,Silver,Store,2015-11-26
C105729,44,Male,Abu Dhabi,Silver,Mobile,2021-11-15
C105730,48,Male,Dubai,Silver,Mobile,2020-08-27
C105731,53,Female,Abu Dhabi,Platinum,Store,2018-02-05
C105732,43,Female,Abu Dhabi,Gold,Website,2021-11-22
C105733,35,Male,Dubai,Silver,Website,2023-01-24
C105734,30,Male,Dubai,Gold,Store,2021-04-26
C105735,33,Male,Dubai,Gold,Store,2015-09-03
C105736,42,Female,Dubai,Gold,Store,2016-04-20
C105737,36,Female,Abu Dhabi,Silver,Mobile,2015-07-16
C105738,34,Male,Dubai,Silver,Store,2019-09-08
C105739,33,Female,Dubai,Gold,Website,2016-12-05
C105740,37,Male,Abu Dhabi,Silver,Store,2017-11-16
C105741,23,Female,Abu Dhabi,Silver,Website,2018-01-18
C105742,18,Male,Dubai,Silver,Website,2016-11-05
C105743,44,Female,Abu Dhabi,Platinum,Store,2021-03-05
C105744,45,Male,Abu Dhabi,Silver,Website,2017-06-18
C105745,20,Male,Dubai,Gold,Store,2017-02-10
C105746,32,Male,Dubai,Gold,Website,2024-07-21
C105747,37,Male,Dubai,Silver,Website,2024-08-15
C105748,43,Female,Abu Dhabi,Platinum,Website,2020-01-25
C105749,30,Female,Sharjah,Silver,Store,2017-08-25
C105750,30,Male,Dubai,Platinum,Website,2015-01-26
C105751,27,Female,Sharjah,Silver,Store,2022-03-25
C105752,21,Female,Dubai,Gold,Store,2017-08-26
C105753,28,Female,Dubai,Silver,Mobile,2019-02-05
C105754,34,Female,Abu Dhabi,Gold,Website,2024-09-25
C105755,28,Female,Dubai,Silver,Website,2015-11-27
C105756,30,Female,Dubai,Gold,Website,2022-11-07
C105757,19,Male,Abu Dhabi,Platinum,Store,2022-06-01
C105758,40,Male,Dubai,Gold,Store,2015-01-02
C105759,35,Female,Abu Dhabi,Platinum,Store,2020-10-13
C105760,33,Female,Dubai,Silver,Store,2020-08-14
C105761,33,Female,Dubai,Silver,Store,2016-06-09
C105762,22,Female,Dubai,Gold,Website,2018-02-12
C105763,18,Male,Sharjah,Silver,Store,2022-12-12
C105764,49,Male,Sharjah,Gold,Store,2018-04-14
C105765,37,Other,Abu Dhabi,Silver,Store,2019-02-14
C105766,45,Male,Dubai,Silver,Store,2022-03-24
C105767,44,Female,Dubai,Gold,Store,2018-08-26
C105768,35,Male,Dubai,Silver,Store,2020-10-03
C105769,43,Female,Dubai,Silver,Store,2017-11-21
C105770,32,Female,Dubai,Gold,Store,2018-10-04
C105771,28,Male,Dubai,Gold,Store,2018-12-01
C105772,32,Female,Dubai,Gold,Store,2023-06-01
C105773,30,Female,Dubai,Gold,Website,2019-04-20
C105774,28,Male,Dubai,Silver,Store,2024-07-14
C105775,48,Female,Dubai,Gold,Website,2023-04-20
C105776,45,Male,Abu Dhabi,Gold,Mobile,2020-05-13
C105777,53,Female,Abu Dhabi,Platinum,Website,2015-11-05
C105778,43,Female,Dubai,Platinum,Website,2015-09-14
C105779,33,Male,Dubai,Silver,Store,2018-02-15
C105780,27,Female,Dubai,Gold,Website,2017-10-18
C105781,18,Female,Dubai,Silver,Mobile,2015-06-13
C105782,44,Female,Dubai,Silver,Website,2015-05-09
C105783,35,Female,Dubai,Gold,Store,2017-10-08
C105784,38,Male,Dubai,Silver,Store,2018-09-21
C105785,47,Other,Sharjah,Gold,Store,2016-08-11
C105786,42,Female,Dubai,Silver,Store,2022-03-23
C105787,38,Male,Sharjah,Silver,Website,2022-07-12
C105788,23,Female,Abu Dhabi,Silver,Store,2021-11-09
C105789,19,Male,Sharjah,Platinum,Mobile,2015-11-09
C105790,32,Female,Abu Dhabi,Gold,Website,2017-03-05
C105791,29,Female,Abu Dhabi,Silver,Store,2018-02-25
C105792,39,Female,Abu Dhabi,Silver,Store,2018-07-16
C105793,24,Female,Dubai,Silver,Store,2024-04-22
C105794,48,Female,Dubai,Gold,Store,2017-10-03
C105795,53,Male,Dubai,Gold,Store,2019-02-01
C105796,23,Male,Abu Dhabi,Silver,Store,2020-03-21
C105797,27,Male,Dubai,Silver,Store,2019-08-08
C105798,41,Male,Dubai,Gold,Store,2019-10-20
C105799,33,Female,Dubai,Gold,Store,2016-08-08
C105800,38,Male,Dubai,Silver,Store,2021-12-23
C105801,44,Male,Abu Dhabi,Silver,Website,2024-02-23
C105802,41,Male,Dubai,Silver,Website,2018-10-02
C105803,33,Male,Dubai,Silver,Mobile,2022-04-04
C105804,35,Male,Dubai,Gold,Store,2023-02-08
C105805,48,Male,Dubai,Silver,Store,2020-08-19
C105806,33,Male,Dubai,Gold,Website,2018-04-23
C105807,30,Male,Dubai,Silver,Store,2020-05-05
C105808,38,Male,Dubai,Gold,Mobile,2018-11-10
C105809,23,Female,Dubai,Silver,Website,2023-06-15
C105810,37,Male,Abu Dhabi,Platinum,Store,2018-09-21
C105811,47,Male,Dubai,Silver,Store,2024-09-04
C105812,41,Female,Dubai,Platinum,Website,2020-11-07
C105813,44,Male,Sharjah,Gold,Store,2017-11-05
C105814,30,Female,Dubai,Silver,Store,2021-08-24
C105815,33,Female,Abu Dhabi,Gold,Store,2021-11-18
C105816,34,Male,Dubai,Silver,Store,2024-10-26
C105817,49,Male,Dubai,Silver,Store,2020-02-21
C105818,34,Male,Dubai,Silver,Website,2024-04-25
C105819,34,Female,Abu Dhabi,Platinum,Website,2024-04-03
C105820,36,Female,Abu Dhabi,Platinum,Store,2024-08-21
C105821,19,Female,Abu Dhabi,Silver,Mobile,2022-09-27
C105822,18,Female,Dubai,Silver,Store,2017-12-12
C105823,36,Female,Dubai,Silver,Store,2015-07-15
C105824,21,Male,Dubai,Silver,Mobile,2020-03-06
C105825,47,Female,Dubai,Silver,Store,2017-02-16
C105826,18,Male,Sharjah,Silver,Store,2023-06-05
C105827,22,Male,Abu Dhabi,Gold,Store,2015-02-26
C105828,38,Other,Dubai,Silver,Website,2021-04-11
C105829,31,Male,Dubai,Silver,Website,2017-12-22
C105830,45,Male,Dubai,Platinum,Store,2022-09-14
C105831,42,Female,Dubai,Silver,Store,2015-10-20
C105832,42,Male,Abu Dhabi,Platinum,Website,2016-06-06
C105833,43,Male,Abu Dhabi,Silver,Store,2018-04-23
C105834,18,Female,Abu Dhabi,Gold,Website,2015-07-11
C105835,51,Male,Dubai,Silver,Store,2023-01-08
C105836,32,Female,Dubai,Gold,Website,2018-03-20
C105837,53,Female,Abu Dhabi,Silver,Store,2019-12-04
C105838,29,Male,Abu Dhabi,Silver,Store,2021-04-20
C105839,37,Male,Dubai,Gold,Store,2017-06-03
C105840,39,Female,Dubai,Silver,Store,2021-08-09
C105841,36,Male,Dubai,Gold,Mobile,2016-11-23
C105842,43,Male,Dubai,Silver,Store,2024-08-27
C105843,20,Female,Dubai,Silver,Store,2023-11-11
C105844,32,Female,Abu Dhabi,Platinum,Website,2016-08-21
C105845,18,Female,Dubai,Platinum,Store,2024-04-06
C105846,24,Other,Abu Dhabi,Silver,Store,2024-11-27
C105847,18,Male,Dubai,Platinum,Mobile,2021-01-09
C105848,18,Female,Abu Dhabi,Gold,Store,2016-09-11
C105849,38,Female,Dubai,Platinum,Store,2024-09-11
C105850,48,Female,Dubai,Silver,Store,2024-08-25
C105851,50,Male,Dubai,Silver,Store,2019-03-02
C105852,18,Female,Dubai,Silver,Website,2017-03-17
C105853,18,Female,Abu Dhabi,Silver,Website,2022-12-18
C105854,26,Male,Dubai,Silver,Website,2016-10-05
C105855,39,Other,Dubai,Silver,Store,2021-11-01
C105856,19,Male,Dubai,Silver,Store,2022-10-23
C105857,34,Male,Dubai,Gold,Store,2015-06-07
C105858,51,Female,Abu Dhabi,Gold,Store,2022-01-14
C105859,23,Female,Dubai,Silver,Store,2015-11-01
C105860,61,Female,Dubai,Silver,Website,2022-11-03
C105861,30,Male,Dubai,Platinum,Website,2016-09-19
C105862,44,Male,Abu Dhabi,Silver,Store,2024-07-01
C105863,29,Male,Abu Dhabi,Silver,Mobile,2020-07-01
C105864,56,Male,Abu Dhabi,Gold,Mobile,2021-02-03
C105865,31,Female,Abu Dhabi,Gold,Store,2024-02-14
C105866,31,Female,Dubai,Silver,Store,2023-10-10
C105867,26,Female,Dubai,Gold,Website,2023-12-10
C105868,33,Male,Sharjah,Silver,Website,2017-04-27
C105869,53,Other,Dubai,Silver,Mobile,2023-11-07
C105870,43,Male,Dubai,Gold,Store,2023-09-23
C105871,36,Male,Abu Dhabi,Gold,Store,2019-01-21
C105872,26,Female,Abu Dhabi,Platinum,Store,2018-06-26
C105873,33,Female,Dubai,Gold,Store,2023-03-13
C105874,33,Female,Dubai,Silver,Website,2019-09-12
C105875,42,Male,Dubai,Silver,Store,2016-02-17
C105876,20,Female,Dubai,Silver,Mobile,2015-03-05
C105877,25,Female,Dubai,Silver,Store,2021-07-17
C105878,24,Female,Dubai,Platinum,Store,2024-07-17
C105879,43,Male,Sharjah,Silver,Store,2022-12-21
C105880,52,Female,Dubai,Silver,Store,2024-04-01
C105881,46,Female,Abu Dhabi,Silver,Store,2020-09-20
C105882,31,Male,Sharjah,Silver,Store,2018-05-19
C105883,27,Female,Abu Dhabi,Silver,Store,2018-03-01
C105884,24,Female,Dubai,Platinum,Store,2021-04-25
C105885,26,Male,Abu Dhabi,Silver,Store,2020-01-05
C105886,37,Male,Sharjah,Gold,Store,2016-07-25
C105887,43,Female,Dubai,Silver,Store,2016-04-15
C105888,18,Male,Dubai,Silver,Mobile,2021-01-02
C105889,28,Female,Dubai,Silver,Website,2016-03-27
C105890,18,Female,Dubai,Gold,Store,2015-07-08
C105891,51,Male,Dubai,Silver,Mobile,2018-05-14
C105892,44,Male,Dubai,Gold,Store,2018-07-26
C105893,38,Male,Dubai,Gold,Website,2024-09-03
C105894,45,Male,Dubai,Silver,Store,2017-08-16
C105895,59,Male,Sharjah,Silver,Store,2017-03-01
C105896,22,Female,Dubai,Silver,Store,2016-10-07
C105897,20,Female,Dubai,Gold,Store,2020-04-14
C105898,18,Male,Dubai,Platinum,Store,2017-03-22
C105899,43,Male,Dubai,Silver,Store,2015-03-06
C105900,32,Male,Dubai,Platinum,Website,2020-06-14
C105901,35,Female,Dubai,Silver,Store,2017-12-14
C105902,63,Other,Dubai,Silver,Mobile,2020-02-11
C105903,27,Male,Sharjah,Silver,Website,2020-04-23
C105904,33,Male,Sharjah,Silver,Store,2017-07-15
C105905,45,Female,Dubai,Platinum,Website,2024-02-24
C105906,26,Male,Dubai,Silver,Website,2016-10-22
C105907,47,Male,Sharjah,Silver,Store,2015-07-02
C105908,22,Male,Dubai,Gold,Store,2018-11-20
C105909,42,Female,Sharjah,Silver,Website,2022-03-10
C105910,33,Male,Abu Dhabi,Silver,Store,2015-11-21
C105911,50,Female,Dubai,Gold,Store,2021-05-27
C105912,40,Female,Abu Dhabi,Silver,Store,2020-06-10
C105913,31,Male,Dubai,Gold,Store,2021-03-23
C105914,23,Male,Dubai,Gold,Store,2023-09-10
C105915,22,Female,Dubai,Silver,Store,2019-07-22
C105916,25,Other,Abu Dhabi,Silver,Store,2015-02-13
C105917,27,Male,Dubai,Silver,Store,2023-05-07
C105918,33,Male,Dubai,Silver,Website,2019-04-19
C105919,36,Male,Abu Dhabi,Silver,Store,2019-12-04
C105920,21,Other,Dubai,Gold,Mobile,2015-06-21
C105921,18,Male,Abu Dhabi,Gold,Store,2019-05-15
C105922,22,Male,Sharjah,Platinum,Website,2015-05-09
C105923,33,Male,Dubai,Silver,Marketplace,2020-12-09
C105924,36,Female,Dubai,Gold,Store,2017-07-17
C105925,43,Male,Dubai,Gold,Store,2019-01-11
C105926,33,Female,Dubai,Gold,Mobile,2015-07-16
C105927,40,Male,Abu Dhabi,Silver,Website,2024-07-08
C105928,26,Female,Dubai,Silver,Store,2015-11-07
C105929,42,Male,Dubai,Gold,Store,2019-01-01
C105930,40,Female,Abu Dhabi,Silver,Store,2023-06-07
C105931,35,Female,Dubai,Silver,Website,2017-07-08
C105932,40,Male,Abu Dhabi,Silver,Store,2015-01-15
C105933,32,Male,Dubai,Silver,Store,2017-06-24
C105934,26,Female,Abu Dhabi,Platinum,Mobile,2017-08-05
C105935,42,Male,Sharjah,Silver,Store,2019-12-19
C105936,34,Female,Abu Dhabi,Silver,Website,2016-04-09
C105937,40,Male,Sharjah,Silver,Store,2015-04-20
C105938,33,Male,Abu Dhabi,Silver,Mobile,2017-10-11
C105939,43,Male,Abu Dhabi,Silver,Store,2017-03-13
C105940,33,Male,Dubai,Silver,Store,2016-03-07
C105941,28,Male,Dubai,Silver,Store,2022-09-09
C105942,36,Male,Dubai,Gold,Website,2024-01-05
C105943,22,Female,Dubai,Silver,Store,2017-01-01
C105944,20,Female,Abu Dhabi,Silver,Website,2024-07-04
C105945,30,Female,Dubai,Silver,Store,2022-07-26
C105946,21,Female,Abu Dhabi,Silver,Store,2022-01-27
C105947,22,Male,Dubai,Silver,Store,2023-06-24
C105948,43,Female,Dubai,Silver,Store,2023-03-11
C105949,37,Male,Dubai,Silver,Store,2021-04-08
C105950,22,Male,Sharjah,Gold,Website,2023-05-03
C105951,44,Female,Dubai,Silver,Store,2024-01-19
C105952,23,Other,Abu Dhabi,Gold,Store,2017-12-05
C105953,23,Male,Dubai,Silver,Website,2016-03-15
C105954,25,Male,Sharjah,Gold,Store,2018-03-24
C105955,47,Male,Dubai,Silver,Store,2019-02-13
C105956,21,Male,Sharjah,Silver,Store,2022-01-02
C105957,33,Male,Dubai,Silver,Store,2017-03-04
C105958,40,Male,Dubai,Gold,Store,2015-01-20
C105959,31,Female,Dubai,Gold,Store,2024-06-17
C105960,31,Male,Dubai,Platinum,Store,2019-11-24
C105961,47,Female,Dubai,Silver,Store,2016-03-11
C105962,37,Female,Dubai,Gold,Store,2022-04-26
C105963,19,Female,Dubai,Silver,Store,2017-03-07
C105964,42,Female,Abu Dhabi,Silver,Mobile,2020-04-21
C105965,31,Male,Abu Dhabi,Gold,Website,2019-04-12
C105966,45,Male,Dubai,Gold,Store,2019-03-10
C105967,44,Male,Dubai,Silver,Store,2016-12-23
C105968,44,Male,Dubai,Platinum,Website,2022-02-05
C105969,46,Female,Abu Dhabi,Silver,Store,2017-09-05
C105970,49,Female,Abu Dhabi,Silver,Store,2018-09-23
C105971,35,Male,Dubai,Silver,Store,2023-08-25
C105972,38,Female,Sharjah,Gold,Store,2016-08-12
C105973,34,Male,Sharjah,Platinum,Store,2022-02-10
C105974,33,Female,Dubai,Silver,Store,2017-12-16
C105975,39,Female,Sharjah,Silver,Website,2024-05-14
C105976,35,Female,Abu Dhabi,Gold,Store,2017-07-12
C105977,47,Female,Abu Dhabi,Silver,Website,2024-05-26
C105978,43,Other,Dubai,Gold,Store,2021-07-09
C105979,23,Male,Sharjah,Gold,Store,2015-06-12
C105980,38,Male,Dubai,Gold,Mobile,2024-03-25
C105981,41,Female,Abu Dhabi,Silver,Website,2022-12-23
C105982,36,Male,Sharjah,Gold,Website,2023-07-24
C105983,43,Female,Dubai,Silver,Website,2020-11-25
C105984,40,Male,Abu Dhabi,Gold,Store,2018-11-08
C105985,30,Male,Dubai,Silver,Store,2018-01-25
C105986,30,Male,Sharjah,Silver,Store,2024-11-11
C105987,37,Female,Sharjah,Silver,Website,2015-10-27
C105988,43,Male,Dubai,Gold,Store,2015-08-11
C105989,18,Female,Abu Dhabi,Gold,Website,2017-08-26
C105990,35,Male,Dubai,Platinum,Store,2019-01-23
C105991,47,Female,Dubai,Gold,Mobile,2021-12-18
C105992,28,Other,Abu Dhabi,Gold,Website,2018-11-22
C105993,38,Female,Abu Dhabi,Silver,Mobile,2015-03-13
C105994,18,Female,Dubai,Gold,Marketplace,2019-09-10
C105995,25,Male,Dubai,Silver,Store,2015-11-15
C105996,33,Male,Abu Dhabi,Silver,Store,2017-05-02
C105997,31,Female,Abu Dhabi,Platinum,Website,2015-04-10
C105998,18,Female,Abu Dhabi,Silver,Store,2024-01-23
C105999,46,Female,Dubai,Silver,Store,2015-01-06
C106000,46,Other,Dubai,Silver,Store,2023-02-18
C106001,36,Female,Abu Dhabi,Silver,Website,2022-07-21
C106002,31,Female,Abu Dhabi,Silver,Website,2017-08-22
C106003,37,Female,Dubai,Silver,Store,2023-10-11
C106004,42,Female,Dubai,Platinum,Marketplace,2020-06-19
C106005,38,Male,Sharjah,Gold,Store,2020-07-26
C106006,34,Male,Sharjah,Gold,Store,2018-01-06
C106007,18,Other,Dubai,Silver,Store,2024-04-11
C106008,38,Male,Abu Dhabi,Silver,Website,2019-10-19
C106009,27,Female,Abu Dhabi,Gold,Store,2021-12-06
C106010,33,Male,Abu Dhabi,Silver,Mobile,2018-12-17
C106011,61,Female,Dubai,Gold,Store,2016-09-02
C106012,37,Male,Sharjah,Silver,Store,2022-06-18
C106013,30,Female,Abu Dhabi,Platinum,Website,2021-05-21
C106014,46,Male,Dubai,Gold,Store,2019-06-26
C106015,51,Female,Dubai,Gold,Store,2017-05-14
C106016,41,Female,Abu Dhabi,Silver,Store,2022-08-09
C106017,49,Female,Sharjah,Silver,Store,2020-09-21
C106018,42,Male,Sharjah,Silver,Store,2020-01-27
C106019,35,Female,Dubai,Platinum,Store,2024-02-15
C106020,32,Female,Dubai,Silver,Store,2018-04-12
C106021,38,Male,Dubai,Gold,Store,2017-10-03
C106022,35,Female,Abu Dhabi,Silver,Store,2018-12-12
C106023,42,Female,Sharjah,Silver,Mobile,2015-07-13
C106024,27,Female,Abu Dhabi,Silver,Store,2020-03-22
C106025,36,Female,Dubai,Platinum,Store,2020-05-15
C106026,21,Male,Abu Dhabi,Gold,Store,2018-09-26
C106027,41,Male,Abu Dhabi,Silver,Website,2017-03-13
C106028,26,Female,Dubai,Silver,Mobile,2017-03-15
C106029,30,Female,Dubai,Silver,Store,2019-08-20
C106030,32,Male,Sharjah,Silver,Store,2018-08-05
C106031,35,Female,Dubai,Silver,Store,2023-01-04
C106032,31,Female,Dubai,Silver,Store,2022-04-07
C106033,35,Female,Dubai,Gold,Store,2020-06-08
C106034,35,Male,Dubai,Silver,Store,2020-04-09
C106035,39,Female,Sharjah,Gold,Store,2017-12-01
C106036,45,Male,Dubai,Silver,Store,2020-08-14
C106037,30,Male,Sharjah,Silver,Mobile,2022-06-08
C106038,35,Other,Dubai,Silver,Website,2024-06-13
C106039,30,Female,Abu Dhabi,Silver,Store,2015-11-09
C106040,47,Female,Abu Dhabi,Silver,Store,2023-09-18
C106041,44,Male,Dubai,Platinum,Store,2020-08-12
C106042,47,Female,Dubai,Gold,Website,2015-10-15
C106043,36,Male,Dubai,Silver,Store,2021-02-16
C106044,39,Female,Sharjah,Silver,Store,2023-09-13
C106045,34,Male,Sharjah,Gold,Store,2015-09-13
C106046,33,Male,Abu Dhabi,Platinum,Store,2016-04-19
C106047,22,Other,Dubai,Platinum,Store,2024-08-08
C106048,30,Female,Abu Dhabi,Gold,Store,2022-06-18
C106049,35,Male,Dubai,Silver,Website,2015-07-13
C106050,20,Male,Dubai,Silver,Store,2021-08-04
C106051,31,Female,Dubai,Silver,Store,2021-06-17
C106052,36,Female,Abu Dhabi,Silver,Store,2021-11-18
C106053,21,Female,Dubai,Platinum,Store,2022-06-27
C106054,33,Male,Dubai,Silver,Website,2019-08-25
C106055,42,Male,Abu Dhabi,Silver,Store,2015-10-06
C106056,41,Male,Abu Dhabi,Silver,Store,2022-06-13
C106057,49,Female,Sharjah,Silver,Store,2024-02-17
C106058,24,Male,Dubai,Silver,Website,2017-04-09
C106059,31,Female,Abu Dhabi,Silver,Store,2024-09-23
C106060,53,Male,Dubai,Silver,Store,2021-06-10
C106061,39,Female,Dubai,Silver,Store,2023-10-01
C106062,32,Male,Dubai,Silver,Store,2021-01-10
C106063,47,Male,Sharjah,Platinum,Website,2018-03-27
C106064,29,Other,Abu Dhabi,Gold,Website,2015-04-04
C106065,31,Female,Abu Dhabi,Gold,Store,2019-12-07
C106066,50,Male,Dubai,Gold,Store,2024-08-04
C106067,36,Male,Dubai,Gold,Store,2016-07-22
C106068,56,Female,Abu Dhabi,Silver,Mobile,2023-06-15
C106069,29,Male,Dubai,Gold,Marketplace,2019-12-01
C106070,43,Male,Dubai,Silver,Store,2015-11-20
C106071,33,Female,Dubai,Silver,Store,2016-05-27
C106072,37,Male,Dubai,Platinum,Store,2024-06-16
C106073,45,Male,Abu Dhabi,Silver,Store,2015-03-16
C106074,42,Other,Dubai,Gold,Store,2018-05-03
C106075,38,Male,Abu Dhabi,Silver,Website,2022-11-17
C106076,36,Female,Dubai,Gold,Store,2022-03-06
C106077,18,Female,Abu Dhabi,Silver,Store,2022-05-16
C106078,33,Male,Dubai,Silver,Store,2020-02-05
C106079,46,Male,Abu Dhabi,Silver,Store,2015-10-26
C106080,18,Female,Dubai,Silver,Store,2023-10-10
C106081,36,Male,Abu Dhabi,Silver,Store,2015-12-20
C106082,35,Female,Sharjah,Silver,Website,2021-04-17
C106083,25,Female,Abu Dhabi,Gold,Store,2021-02-19
C106084,28,Male,Abu Dhabi,Gold,Mobile,2015-09-01
C106085,18,Male,Dubai,Gold,Store,2019-04-16
C106086,22,Female,Sharjah,Platinum,Store,2022-01-09
C106087,49,Female,Dubai,Silver,Mobile,2019-09-13
C106088,25,Male,Dubai,Platinum,Store,2020-11-10
C106089,31,Male,Dubai,Silver,Store,2022-01-15
C106090,42,Male,Abu Dhabi,Platinum,Store,2015-09-24
C106091,34,Female,Abu Dhabi,Gold,Store,2022-07-25
C106092,45,Male,Abu Dhabi,Silver,Store,2024-11-16
C106093,34,Female,Dubai,Platinum,Store,2020-08-19
C106094,43,Male,Dubai,Silver,Mobile,2019-06-22
C106095,43,Male,Dubai,Platinum,Website,2017-07-19
C106096,37,Male,Abu Dhabi,Silver,Website,2019-06-03
C106097,35,Male,Dubai,Silver,Store,2017-11-01
C106098,52,Female,Dubai,Gold,Store,2019-11-26
C106099,39,Female,Abu Dhabi,Silver,Store,2020-12-06
C106100,27,Male,Abu Dhabi,Silver,Store,2020-03-16
C106101,20,Male,Dubai,Silver,Store,2016-06-18
C106102,54,Female,Sharjah,Gold,Store,2017-02-22
C106103,44,Male,Dubai,Gold,Store,2020-09-23
C106104,43,Female,Abu Dhabi,Gold,Website,2015-03-17
C106105,40,Male,Dubai,Gold,Store,2019-04-17
C106106,26,Female,Dubai,Silver,Store,2018-08-18
C106107,39,Female,Dubai,Silver,Store,2015-10-11
C106108,29,Male,Abu Dhabi,Silver,Website,2018-11-17
C106109,33,Female,Dubai,Gold,Store,2019-05-13
C106110,42,Female,Dubai,Gold,Mobile,2024-02-18
C106111,28,Female,Abu Dhabi,Silver,Marketplace,2020-11-01
C106112,53,Other,Abu Dhabi,Silver,Mobile,2023-04-23
C106113,41,Female,Dubai,Gold,Store,2016-07-20
C106114,43,Male,Dubai,Silver,Store,2015-11-26
C106115,44,Male,Dubai,Silver,Store,2024-07-27
C106116,38,Male,Dubai,Gold,Store,2015-04-15
C106117,25,Female,Dubai,Silver,Store,2021-03-02
C106118,35,Male,Dubai,Gold,Store,2019-06-24
C106119,24,Male,Dubai,Silver,Store,2024-01-02
C106120,19,Male,Dubai,Silver,Store,2018-09-25
C106121,27,Male,Dubai,Silver,Website,2020-11-26
C106122,39,Female,Dubai,Gold,Store,2024-11-18
C106123,41,Female,Dubai,Silver,Store,2016-08-13
C106124,48,Female,Dubai,Gold,Store,2020-08-18
C106125,27,Male,Dubai,Silver,Website,2016-11-23
C106126,19,Male,Abu Dhabi,Silver,Website,2019-10-11
C106127,47,Female,Abu Dhabi,Silver,Store,2022-06-17
C106128,27,Female,Abu Dhabi,Gold,Store,2015-06-21
C106129,41,Male,Dubai,Silver,Store,2022-04-24
C106130,41,Female,Abu Dhabi,Silver,Store,2023-01-01
C106131,32,Other,Dubai,Silver,Website,2015-07-25
C106132,28,Female,Dubai,Gold,Website,2021-01-15
C106133,36,Male,Dubai,Silver,Website,2019-01-27
C106134,26,Female,Dubai,Platinum,Store,2019-10-03
C106135,25,Female,Dubai,Gold,Mobile,2015-02-25
C106136,24,Female,Dubai,Silver,Store,2023-12-23
C106137,47,Male,Dubai,Gold,Website,2016-09-15
C106138,31,Female,Abu Dhabi,Gold,Store,2019-07-22
C106139,31,Female,Dubai,Silver,Store,2017-03-12
C106140,49,Female,Dubai,Silver,Store,2020-11-14
C106141,35,Male,Dubai,Silver,Store,2015-06-15
C106142,38,Male,Abu Dhabi,Silver,Store,2015-12-26
C106143,23,Male,Abu Dhabi,Platinum,Website,2021-08-18
C106144,55,Female,Dubai,Gold,Store,2022-05-04
C106145,38,Male,Dubai,Gold,Store,2022-10-25
C106146,32,Male,Dubai,Silver,Store,2023-10-04
C106147,41,Other,Abu Dhabi,Silver,Mobile,2016-07-18
C106148,23,Female,Abu Dhabi,Gold,Store,2021-07-11
C106149,34,Male,Abu Dhabi,Gold,Store,2021-08-10
C106150,39,Male,Abu Dhabi,Silver,Store,2019-08-08
C106151,44,Female,Dubai,Platinum,Mobile,2021-02-02
C106152,33,Male,Dubai,Silver,Mobile,2022-12-24
C106153,45,Male,Dubai,Silver,Store,2015-01-26
C106154,18,Female,Dubai,Silver,Website,2017-03-17
C106155,18,Female,Dubai,Platinum,Website,2016-09-10
C106156,29,Female,Dubai,Silver,Store,2020-01-03
C106157,22,Male,Abu Dhabi,Platinum,Store,2023-08-09
C106158,29,Female,Abu Dhabi,Platinum,Store,2017-12-06
C106159,37,Male,Dubai,Gold,Store,2017-09-03
C106160,32,Female,Abu Dhabi,Gold,Store,2023-09-10
C106161,37,Male,Sharjah,Silver,Store,2016-06-06
C106162,23,Male,Abu Dhabi,Platinum,Store,2018-01-24
C106163,43,Male,Dubai,Silver,Store,2021-04-19
C106164,29,Male,Dubai,Silver,Store,2015-06-22
C106165,31,Female,Dubai,Silver,Website,2021-10-11
C106166,36,Female,Abu Dhabi,Silver,Store,2023-04-22
C106167,37,Male,Dubai,Silver,Store,2015-06-02
C106168,37,Female,Abu Dhabi,Gold,Store,2024-02-18
C106169,47,Male,Dubai,Silver,Store,2024-04-14
C106170,33,Female,Dubai,Silver,Store,2016-03-20
C106171,50,Male,Dubai,Silver,Store,2022-11-05
C106172,26,Male,Abu Dhabi,Silver,Store,2015-04-07
C106173,28,Female,Abu Dhabi,Silver,Store,2017-05-21
C106174,19,Male,Dubai,Gold,Store,2016-08-05
C106175,34,Male,Abu Dhabi,Silver,Store,2018-03-27
C106176,35,Female,Abu Dhabi,Silver,Store,2023-09-07
C106177,49,Male,Dubai,Silver,Store,2016-06-06
C106178,37,Female,Dubai,Silver,Website,2017-02-23
C106179,30,Male,Dubai,Gold,Store,2020-09-22
C106180,56,Male,Dubai,Silver,Store,2022-09-23
C106181,33,Male,Sharjah,Gold,Store,2022-02-21
C106182,29,Female,Dubai,Silver,Mobile,2024-09-11
C106183,46,Female,Dubai,Silver,Website,2015-02-10
